State,Education_Status,Gender,Age_group,target
Gujarat,No Education,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Female,0-100+,yes
Gujarat,No Education,Female,0-100+,yes
Gujarat,Primary,Female,0-100+,yes
Gujarat,Middle,Female,0-100+,yes
Gujarat,Graduate,Female,0-100+,yes
Gujarat,Diploma,Female,0-100+,yes
Gujarat,Post Graduate and Above,Female,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Gujarat,Graduate,Male,0-100+,yes
Gujarat,Diploma,Male,0-100+,yes
Gujarat,Middle,Male,0-100+,yes
Gujarat,Matriculate/Secondary,Male,0-100+,yes
Gujarat,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Gujarat,Primary,Male,0-100+,yes
Gujarat,Post Graduate and Above,Male,0-100+,yes
Gujarat,No Education,Male,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,no
Haryana,No Education,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,no
Haryana,No Education,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,no
Haryana,Graduate,Female,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,no
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,no
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Graduate,Female,0-100+,yes
Haryana,No Education,Female,0-100+,yes
Haryana,Post Graduate and Above,Female,0-100+,yes
Haryana,Middle,Female,0-100+,yes
Haryana,Matriculate/Secondary,Female,0-100+,yes
Haryana,Diploma,Female,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Haryana,Primary,Female,0-100+,yes
Haryana,No Education,Male,0-100+,yes
Haryana,Middle,Male,0-100+,yes
Haryana,Primary,Male,0-100+,yes
Haryana,Post Graduate and Above,Male,0-100+,yes
Haryana,Graduate,Male,0-100+,yes
Haryana,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Haryana,Matriculate/Secondary,Male,0-100+,yes
Haryana,Diploma,Male,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,no
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,no
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,no
Himachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,no
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,no
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,no
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,no
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,no
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,no
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,no
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,no
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,no
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,No Education,Female,0-100+,yes
Himachal Pradesh,Graduate,Female,0-100+,yes
Himachal Pradesh,Middle,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Female,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Female,0-100+,yes
Himachal Pradesh,Primary,Female,0-100+,yes
Himachal Pradesh,Diploma,Female,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Himachal Pradesh,Matriculate/Secondary,Male,0-100+,yes
Himachal Pradesh,Diploma,Male,0-100+,yes
Himachal Pradesh,No Education,Male,0-100+,yes
Himachal Pradesh,Post Graduate and Above,Male,0-100+,yes
Himachal Pradesh,Graduate,Male,0-100+,yes
Himachal Pradesh,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Himachal Pradesh,Middle,Male,0-100+,yes
Himachal Pradesh,Primary,Male,0-100+,yes
Jammu & Kashmir,No Education,Female,0-100+,yes
Jammu & Kashmir,Middle,Female,0-100+,yes
Jammu & Kashmir,Post Graduate and Above,Female,0-100+,yes
Jammu & Kashmir,Primary,Female,0-100+,yes
Jammu & Kashmir,Graduate,Female,0-100+,yes
Jammu & Kashmir,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Jammu & Kashmir,Matriculate/Secondary,Female,0-100+,yes
Jammu & Kashmir,Diploma,Female,0-100+,no
Jammu & Kashmir,Graduate,Male,0-100+,yes
Jammu & Kashmir,Post Graduate and Above,Male,0-100+,no
Jammu & Kashmir,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Jammu & Kashmir,Middle,Male,0-100+,yes
Jammu & Kashmir,Matriculate/Secondary,Male,0-100+,yes
Jammu & Kashmir,No Education,Male,0-100+,yes
Jammu & Kashmir,Diploma,Male,0-100+,yes
Jammu & Kashmir,Primary,Male,0-100+,yes
Jammu & Kashmir,Primary,Female,0-100+,yes
Jammu & Kashmir,Matriculate/Secondary,Female,0-100+,yes
Jammu & Kashmir,No Education,Female,0-100+,yes
Jammu & Kashmir,Middle,Female,0-100+,yes
Jammu & Kashmir,Post Graduate and Above,Female,0-100+,yes
Jammu & Kashmir,Graduate,Female,0-100+,yes
Jammu & Kashmir,Diploma,Female,0-100+,no
Jammu & Kashmir,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Jammu & Kashmir,Matriculate/Secondary,Male,0-100+,yes
Jammu & Kashmir,Primary,Male,0-100+,yes
Jammu & Kashmir,No Education,Male,0-100+,yes
Jammu & Kashmir,Graduate,Male,0-100+,no
Jammu & Kashmir,Middle,Male,0-100+,yes
Jammu & Kashmir,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,yes
Jammu & Kashmir,Post Graduate and Above,Male,0-100+,yes
Jammu & Kashmir,Diploma,Male,0-100+,yes
Jammu & Kashmir,Primary,Female,0-100+,yes
Jammu & Kashmir,Middle,Female,0-100+,yes
Jammu & Kashmir,Matriculate/Secondary,Female,0-100+,yes
Jammu & Kashmir,Graduate,Female,0-100+,yes
Jammu & Kashmir,Post Graduate and Above,Female,0-100+,yes
Jammu & Kashmir,No Education,Female,0-100+,yes
Jammu & Kashmir,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,yes
Jammu & Kashmir,Diploma,Female,0-100+,no
Jammu & Kashmir,Primary,Male,0-100+,yes
Jammu & Kashmir,Graduate,Male,0-100+,no
