State,Professional_Profile,Gender,Age_group,target
Delhi (Ut),Service (Private),Female,60+,no
Delhi (Ut),Others (Please Specify),Female,60+,no
Delhi (Ut),Service (Government),Female,60+,no
Delhi (Ut),Others (Please Specify),Female,60+,yes
Delhi (Ut),Professional Activity,Female,60+,no
Delhi (Ut),Farming/Agriculture Activity,Female,60+,no
Delhi (Ut),Unemployed,Female,60+,no
Delhi (Ut),Student,Female,60+,no
Delhi (Ut),Self-employed (Business activity),Female,60+,no
Delhi (Ut),Public Sector Undertaking,Female,60+,no
Delhi (Ut),House Wife,Female,60+,yes
Delhi (Ut),Service (Private),Male,60+,yes
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),Retired Person,Male,60+,yes
Delhi (Ut),House Wife,Male,60+,no
Delhi (Ut),Public Sector Undertaking,Male,60+,yes
Delhi (Ut),Professional Activity,Male,60+,yes
Delhi (Ut),Service (Government),Male,60+,no
Delhi (Ut),Self-employed (Business activity),Male,60+,no
Delhi (Ut),Farming/Agriculture Activity,Male,60+,yes
Delhi (Ut),Unemployed,Male,60+,yes
Delhi (Ut),Student,Male,60+,no
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),Public Sector Undertaking,Female,0-14,no
Delhi (Ut),Others (Please Specify),Female,0-14,yes
Delhi (Ut),Student,Female,0-14,yes
Delhi (Ut),Self-employed (Business activity),Female,0-14,no
Delhi (Ut),Professional Activity,Female,0-14,no
Delhi (Ut),Farming/Agriculture Activity,Female,0-14,no
Delhi (Ut),House Wife,Female,0-14,no
Delhi (Ut),Service (Government),Female,0-14,no
Delhi (Ut),Others (Please Specify),Female,0-14,no
Delhi (Ut),Retired Person,Female,0-14,no
Delhi (Ut),Service (Private),Female,0-14,no
Delhi (Ut),Unemployed,Female,0-14,yes
Delhi (Ut),Service (Private),Male,0-14,no
Delhi (Ut),Professional Activity,Male,0-14,no
Delhi (Ut),Student,Male,0-14,yes
Delhi (Ut),Retired Person,Male,0-14,no
Delhi (Ut),Farming/Agriculture Activity,Male,0-14,no
Delhi (Ut),Unemployed,Male,0-14,yes
Delhi (Ut),Others (Please Specify),Male,0-14,yes
Delhi (Ut),House Wife,Male,0-14,no
Delhi (Ut),Service (Government),Male,0-14,no
Delhi (Ut),Others (Please Specify),Male,0-14,no
Delhi (Ut),Public Sector Undertaking,Male,0-14,no
Delhi (Ut),Self-employed (Business activity),Male,0-14,no
Delhi (Ut),Student,Female,15-29,yes
Delhi (Ut),Farming/Agriculture Activity,Female,15-29,no
Delhi (Ut),Public Sector Undertaking,Female,15-29,yes
Delhi (Ut),Service (Government),Female,15-29,yes
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),Unemployed,Female,15-29,yes
Delhi (Ut),Professional Activity,Female,15-29,yes
Delhi (Ut),Retired Person,Female,15-29,no
Delhi (Ut),Self-employed (Business activity),Female,15-29,no
Delhi (Ut),Service (Private),Female,15-29,yes
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),House Wife,Female,15-29,yes
Delhi (Ut),Unemployed,Male,15-29,yes
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Public Sector Undertaking,Male,15-29,yes
Delhi (Ut),Service (Private),Male,15-29,yes
Delhi (Ut),Retired Person,Male,15-29,no
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Self-employed (Business activity),Male,15-29,yes
Delhi (Ut),Service (Government),Male,15-29,yes
Delhi (Ut),Student,Male,15-29,yes
Delhi (Ut),Farming/Agriculture Activity,Male,15-29,yes
Delhi (Ut),House Wife,Male,15-29,no
Delhi (Ut),Professional Activity,Male,15-29,yes
Delhi (Ut),Unemployed,Female,30-44,yes
Delhi (Ut),Service (Government),Female,30-44,yes
Delhi (Ut),Professional Activity,Female,30-44,no
Delhi (Ut),Public Sector Undertaking,Female,30-44,no
Delhi (Ut),Self-employed (Business activity),Female,30-44,no
Delhi (Ut),Others (Please Specify),Female,30-44,yes
Delhi (Ut),Retired Person,Female,30-44,no
Delhi (Ut),House Wife,Female,30-44,yes
Delhi (Ut),Student,Female,30-44,yes
Delhi (Ut),Service (Private),Female,30-44,yes
Delhi (Ut),Farming/Agriculture Activity,Female,30-44,no
Delhi (Ut),Others (Please Specify),Female,30-44,yes
Delhi (Ut),Others (Please Specify),Male,30-44,yes
Delhi (Ut),Retired Person,Male,30-44,no
Delhi (Ut),Service (Private),Male,30-44,yes
Delhi (Ut),Others (Please Specify),Male,30-44,yes
Delhi (Ut),Student,Male,30-44,yes
Delhi (Ut),Farming/Agriculture Activity,Male,30-44,yes
Delhi (Ut),Professional Activity,Male,30-44,yes
Delhi (Ut),Unemployed,Male,30-44,yes
Delhi (Ut),House Wife,Male,30-44,no
Delhi (Ut),Self-employed (Business activity),Male,30-44,yes
Delhi (Ut),Public Sector Undertaking,Male,30-44,yes
Delhi (Ut),Service (Government),Male,30-44,yes
Delhi (Ut),Retired Person,Female,45-59,no
Delhi (Ut),Farming/Agriculture Activity,Female,45-59,no
Delhi (Ut),Service (Private),Female,45-59,yes
Delhi (Ut),Others (Please Specify),Female,45-59,yes
Delhi (Ut),Others (Please Specify),Female,45-59,yes
Delhi (Ut),Public Sector Undertaking,Female,45-59,no
Delhi (Ut),Self-employed (Business activity),Female,45-59,no
Delhi (Ut),Professional Activity,Female,45-59,no
Delhi (Ut),Service (Government),Female,45-59,no
Delhi (Ut),Unemployed,Female,45-59,no
Delhi (Ut),Student,Female,45-59,no
Delhi (Ut),House Wife,Female,45-59,yes
Delhi (Ut),Others (Please Specify),Male,45-59,yes
Delhi (Ut),Professional Activity,Male,45-59,yes
Delhi (Ut),Retired Person,Male,45-59,no
Delhi (Ut),Student,Male,45-59,no
Delhi (Ut),Farming/Agriculture Activity,Male,45-59,yes
Delhi (Ut),Self-employed (Business activity),Male,45-59,yes
Delhi (Ut),Service (Government),Male,45-59,yes
Delhi (Ut),Others (Please Specify),Male,45-59,yes
Delhi (Ut),Service (Private),Male,45-59,yes
Delhi (Ut),House Wife,Male,45-59,no
Delhi (Ut),Unemployed,Male,45-59,yes
Delhi (Ut),Public Sector Undertaking,Male,45-59,yes
Delhi (Ut),House Wife,Female,60+,yes
Delhi (Ut),Self-employed (Business activity),Female,60+,no
Delhi (Ut),Service (Private),Female,60+,no
Delhi (Ut),Retired Person,Female,60+,no
Delhi (Ut),Others (Please Specify),Female,60+,no
Delhi (Ut),Service (Government),Female,60+,no
Delhi (Ut),Farming/Agriculture Activity,Female,60+,no
Delhi (Ut),Student,Female,60+,no
Delhi (Ut),Public Sector Undertaking,Female,60+,no
Delhi (Ut),Unemployed,Female,60+,no
Delhi (Ut),Others (Please Specify),Female,60+,yes
Delhi (Ut),Professional Activity,Female,60+,no
Delhi (Ut),Self-employed (Business activity),Male,60+,yes
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),Unemployed,Male,60+,yes
Delhi (Ut),Public Sector Undertaking,Male,60+,no
Delhi (Ut),Professional Activity,Male,60+,no
Delhi (Ut),Service (Private),Male,60+,yes
Delhi (Ut),Farming/Agriculture Activity,Male,60+,no
Delhi (Ut),Student,Male,60+,no
Delhi (Ut),Retired Person,Male,60+,yes
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),House Wife,Male,60+,no
Delhi (Ut),Service (Government),Male,60+,no
Delhi (Ut),Unemployed,Female,0-14,yes
Delhi (Ut),Farming/Agriculture Activity,Female,0-14,no
Delhi (Ut),House Wife,Female,0-14,no
Delhi (Ut),Retired Person,Female,0-14,no
Delhi (Ut),Others (Please Specify),Female,0-14,no
Delhi (Ut),Student,Female,0-14,yes
Delhi (Ut),Others (Please Specify),Female,0-14,yes
Delhi (Ut),Service (Government),Female,0-14,no
Delhi (Ut),Service (Private),Female,0-14,no
Delhi (Ut),Professional Activity,Female,0-14,no
Delhi (Ut),Public Sector Undertaking,Female,0-14,no
Delhi (Ut),Self-employed (Business activity),Female,0-14,no
Delhi (Ut),Professional Activity,Male,0-14,no
Delhi (Ut),House Wife,Male,0-14,no
Delhi (Ut),Retired Person,Male,0-14,no
Delhi (Ut),Public Sector Undertaking,Male,0-14,no
Delhi (Ut),Unemployed,Male,0-14,no
Delhi (Ut),Others (Please Specify),Male,0-14,no
Delhi (Ut),Student,Male,0-14,yes
Delhi (Ut),Self-employed (Business activity),Male,0-14,no
Delhi (Ut),Others (Please Specify),Male,0-14,yes
Delhi (Ut),Service (Private),Male,0-14,no
Delhi (Ut),Farming/Agriculture Activity,Male,0-14,no
Delhi (Ut),Service (Government),Male,0-14,no
Delhi (Ut),Service (Government),Female,15-29,yes
Delhi (Ut),Student,Female,15-29,yes
Delhi (Ut),Self-employed (Business activity),Female,15-29,no
Delhi (Ut),Retired Person,Female,15-29,no
Delhi (Ut),Unemployed,Female,15-29,yes
Delhi (Ut),Public Sector Undertaking,Female,15-29,yes
Delhi (Ut),Professional Activity,Female,15-29,no
Delhi (Ut),Farming/Agriculture Activity,Female,15-29,no
Delhi (Ut),Service (Private),Female,15-29,yes
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),House Wife,Female,15-29,yes
Delhi (Ut),Professional Activity,Male,15-29,yes
Delhi (Ut),Retired Person,Male,15-29,no
Delhi (Ut),Public Sector Undertaking,Male,15-29,yes
Delhi (Ut),Service (Private),Male,15-29,yes
Delhi (Ut),Self-employed (Business activity),Male,15-29,yes
Delhi (Ut),Farming/Agriculture Activity,Male,15-29,yes
Delhi (Ut),Unemployed,Male,15-29,yes
Delhi (Ut),House Wife,Male,15-29,no
Delhi (Ut),Student,Male,15-29,yes
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Service (Government),Male,15-29,yes
Delhi (Ut),Public Sector Undertaking,Female,30-44,no
Delhi (Ut),Service (Government),Female,30-44,no
Delhi (Ut),Service (Private),Female,30-44,yes
Delhi (Ut),Farming/Agriculture Activity,Female,30-44,no
Delhi (Ut),House Wife,Female,30-44,yes
Delhi (Ut),Student,Female,30-44,yes
Delhi (Ut),Unemployed,Female,30-44,yes
Delhi (Ut),Others (Please Specify),Female,30-44,yes
Delhi (Ut),Professional Activity,Female,30-44,yes
Delhi (Ut),Self-employed (Business activity),Female,30-44,no
Delhi (Ut),Others (Please Specify),Female,30-44,yes
Delhi (Ut),Retired Person,Female,30-44,no
Delhi (Ut),Unemployed,Male,30-44,yes
Delhi (Ut),Service (Government),Male,30-44,yes
Delhi (Ut),Student,Male,30-44,yes
Delhi (Ut),Others (Please Specify),Male,30-44,yes
Delhi (Ut),Retired Person,Male,30-44,no
Delhi (Ut),House Wife,Male,30-44,no
Delhi (Ut),Public Sector Undertaking,Male,30-44,yes
Delhi (Ut),Professional Activity,Male,30-44,yes
Delhi (Ut),Farming/Agriculture Activity,Male,30-44,yes
Delhi (Ut),Self-employed (Business activity),Male,30-44,yes
Delhi (Ut),Service (Private),Male,30-44,yes
Delhi (Ut),Others (Please Specify),Male,30-44,yes
Delhi (Ut),Professional Activity,Female,45-59,no
Delhi (Ut),Service (Government),Female,45-59,no
Delhi (Ut),House Wife,Female,45-59,yes
Delhi (Ut),Public Sector Undertaking,Female,45-59,no
Delhi (Ut),Service (Private),Female,45-59,yes
Delhi (Ut),Unemployed,Female,45-59,no
Delhi (Ut),Self-employed (Business activity),Female,45-59,no
Delhi (Ut),Farming/Agriculture Activity,Female,45-59,no
Delhi (Ut),Retired Person,Female,45-59,no
Delhi (Ut),Student,Female,45-59,yes
Delhi (Ut),Others (Please Specify),Female,45-59,yes
Delhi (Ut),Public Sector Undertaking,Male,45-59,yes
Delhi (Ut),Others (Please Specify),Male,45-59,yes
Delhi (Ut),Self-employed (Business activity),Male,45-59,yes
Delhi (Ut),Professional Activity,Male,45-59,no
Delhi (Ut),Farming/Agriculture Activity,Male,45-59,yes
Delhi (Ut),Student,Male,45-59,no
Delhi (Ut),Service (Private),Male,45-59,yes
Delhi (Ut),Others (Please Specify),Male,45-59,yes
Delhi (Ut),Retired Person,Male,45-59,no
Delhi (Ut),House Wife,Male,45-59,no
Delhi (Ut),Service (Government),Male,45-59,yes
Delhi (Ut),Unemployed,Male,45-59,yes
Delhi (Ut),Public Sector Undertaking,Female,60+,no
Delhi (Ut),Others (Please Specify),Female,60+,yes
Delhi (Ut),Service (Government),Female,60+,no
Delhi (Ut),Professional Activity,Female,60+,no
Delhi (Ut),Self-employed (Business activity),Female,60+,no
Delhi (Ut),House Wife,Female,60+,yes
Delhi (Ut),Farming/Agriculture Activity,Female,60+,no
Delhi (Ut),Retired Person,Female,60+,no
Delhi (Ut),Service (Private),Female,60+,no
Delhi (Ut),Unemployed,Female,60+,no
Delhi (Ut),Student,Female,60+,no
Delhi (Ut),Self-employed (Business activity),Male,60+,no
Delhi (Ut),Service (Government),Male,60+,no
Delhi (Ut),Professional Activity,Male,60+,no
Delhi (Ut),Student,Male,60+,no
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),Unemployed,Male,60+,yes
Delhi (Ut),House Wife,Male,60+,no
Delhi (Ut),Retired Person,Male,60+,yes
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),Service (Private),Male,60+,yes
Delhi (Ut),Public Sector Undertaking,Male,60+,no
Delhi (Ut),Farming/Agriculture Activity,Male,60+,no
Delhi (Ut),Service (Government),Female,0-14,no
Delhi (Ut),Self-employed (Business activity),Female,0-14,no
Delhi (Ut),Student,Female,0-14,yes
Delhi (Ut),Unemployed,Female,0-14,yes
Delhi (Ut),House Wife,Female,0-14,no
Delhi (Ut),Retired Person,Female,0-14,no
Delhi (Ut),Public Sector Undertaking,Female,0-14,no
Delhi (Ut),Others (Please Specify),Female,0-14,yes
Delhi (Ut),Service (Private),Female,0-14,no
Delhi (Ut),Farming/Agriculture Activity,Female,0-14,no
Delhi (Ut),Others (Please Specify),Female,0-14,yes
Delhi (Ut),Professional Activity,Female,0-14,no
Delhi (Ut),Public Sector Undertaking,Male,0-14,no
Delhi (Ut),Service (Government),Male,0-14,no
Delhi (Ut),Others (Please Specify),Male,0-14,yes
Delhi (Ut),Service (Private),Male,0-14,no
Delhi (Ut),Professional Activity,Male,0-14,no
Delhi (Ut),Farming/Agriculture Activity,Male,0-14,no
Delhi (Ut),Student,Male,0-14,yes
Delhi (Ut),Others (Please Specify),Male,0-14,yes
Delhi (Ut),Self-employed (Business activity),Male,0-14,no
Delhi (Ut),Retired Person,Male,0-14,no
Delhi (Ut),Unemployed,Male,0-14,yes
Delhi (Ut),House Wife,Male,0-14,no
Delhi (Ut),Retired Person,Female,15-29,no
Delhi (Ut),Professional Activity,Female,15-29,no
Delhi (Ut),House Wife,Female,15-29,yes
Delhi (Ut),Public Sector Undertaking,Female,15-29,yes
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),Service (Private),Female,15-29,yes
Delhi (Ut),Self-employed (Business activity),Female,15-29,no
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),Student,Female,15-29,yes
Delhi (Ut),Service (Government),Female,15-29,yes
Delhi (Ut),Farming/Agriculture Activity,Female,15-29,no
Delhi (Ut),Unemployed,Female,15-29,yes
Delhi (Ut),Self-employed (Business activity),Male,15-29,yes
Delhi (Ut),House Wife,Male,15-29,no
Delhi (Ut),Public Sector Undertaking,Male,15-29,yes
Delhi (Ut),Professional Activity,Male,15-29,yes
Delhi (Ut),Service (Government),Male,15-29,yes
Delhi (Ut),Retired Person,Male,15-29,no
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Student,Male,15-29,yes
Delhi (Ut),Service (Private),Male,15-29,yes
Delhi (Ut),Unemployed,Male,15-29,yes
Delhi (Ut),Farming/Agriculture Activity,Male,15-29,yes
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Student,Female,30-44,no
Delhi (Ut),House Wife,Female,30-44,yes
Delhi (Ut),Farming/Agriculture Activity,Female,30-44,no
Delhi (Ut),Service (Private),Female,30-44,yes
Delhi (Ut),Unemployed,Female,30-44,yes
Delhi (Ut),Others (Please Specify),Female,30-44,yes
Delhi (Ut),Retired Person,Female,30-44,no
Delhi (Ut),Others (Please Specify),Female,30-44,yes
Delhi (Ut),Professional Activity,Female,30-44,no
Delhi (Ut),Public Sector Undertaking,Female,30-44,no
Delhi (Ut),Service (Government),Female,30-44,yes
Delhi (Ut),Self-employed (Business activity),Female,30-44,no
Delhi (Ut),Others (Please Specify),Male,30-44,yes
Delhi (Ut),Service (Private),Male,30-44,yes
Delhi (Ut),Retired Person,Male,30-44,no
Delhi (Ut),Farming/Agriculture Activity,Male,30-44,yes
Delhi (Ut),Professional Activity,Male,30-44,yes
Delhi (Ut),Public Sector Undertaking,Male,30-44,yes
Delhi (Ut),Student,Male,30-44,no
Delhi (Ut),House Wife,Male,30-44,no
Delhi (Ut),Self-employed (Business activity),Male,30-44,yes
Delhi (Ut),Service (Government),Male,30-44,yes
Delhi (Ut),Unemployed,Male,30-44,yes
Delhi (Ut),Others (Please Specify),Male,30-44,yes
Delhi (Ut),Professional Activity,Female,45-59,no
Delhi (Ut),Farming/Agriculture Activity,Female,45-59,no
Delhi (Ut),Student,Female,45-59,no
Delhi (Ut),Retired Person,Female,45-59,no
Delhi (Ut),Others (Please Specify),Female,45-59,yes
Delhi (Ut),Others (Please Specify),Female,45-59,yes
Delhi (Ut),Unemployed,Female,45-59,yes
Delhi (Ut),Public Sector Undertaking,Female,45-59,no
Delhi (Ut),House Wife,Female,45-59,yes
Delhi (Ut),Self-employed (Business activity),Female,45-59,yes
Delhi (Ut),Service (Government),Female,45-59,yes
Delhi (Ut),Service (Private),Female,45-59,yes
Delhi (Ut),Others (Please Specify),Male,45-59,yes
Delhi (Ut),Professional Activity,Male,45-59,yes
Delhi (Ut),House Wife,Male,45-59,no
Delhi (Ut),Public Sector Undertaking,Male,45-59,yes
Delhi (Ut),Student,Male,45-59,no
Delhi (Ut),Farming/Agriculture Activity,Male,45-59,yes
Delhi (Ut),Unemployed,Male,45-59,yes
Delhi (Ut),Self-employed (Business activity),Male,45-59,yes
Delhi (Ut),Others (Please Specify),Male,45-59,yes
Delhi (Ut),Service (Private),Male,45-59,yes
Delhi (Ut),Retired Person,Male,45-59,no
Delhi (Ut),Service (Government),Male,45-59,yes
Delhi (Ut),Retired Person,Female,60+,no
Delhi (Ut),Others (Please Specify),Female,60+,no
Delhi (Ut),Service (Government),Female,60+,no
Delhi (Ut),Farming/Agriculture Activity,Female,60+,no
Delhi (Ut),Service (Private),Female,60+,no
Delhi (Ut),House Wife,Female,60+,yes
Delhi (Ut),Others (Please Specify),Female,60+,yes
Delhi (Ut),Student,Female,60+,no
Delhi (Ut),Professional Activity,Female,60+,no
Delhi (Ut),Public Sector Undertaking,Female,60+,no
Delhi (Ut),Unemployed,Female,60+,yes
Delhi (Ut),Self-employed (Business activity),Female,60+,no
Delhi (Ut),Service (Private),Male,60+,yes
Delhi (Ut),House Wife,Male,60+,no
Delhi (Ut),Unemployed,Male,60+,yes
Delhi (Ut),Retired Person,Male,60+,yes
Delhi (Ut),Self-employed (Business activity),Male,60+,no
Delhi (Ut),Farming/Agriculture Activity,Male,60+,no
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),Others (Please Specify),Male,60+,yes
Delhi (Ut),Professional Activity,Male,60+,no
Delhi (Ut),Public Sector Undertaking,Male,60+,no
Delhi (Ut),Service (Government),Male,60+,no
Delhi (Ut),Student,Male,60+,no
Delhi (Ut),Public Sector Undertaking,Female,0-14,no
Delhi (Ut),Unemployed,Female,0-14,yes
Delhi (Ut),Student,Female,0-14,yes
Delhi (Ut),Self-employed (Business activity),Female,0-14,no
Delhi (Ut),Professional Activity,Female,0-14,no
Delhi (Ut),Farming/Agriculture Activity,Female,0-14,no
Delhi (Ut),Others (Please Specify),Female,0-14,yes
Delhi (Ut),Others (Please Specify),Female,0-14,yes
Delhi (Ut),House Wife,Female,0-14,no
Delhi (Ut),Service (Government),Female,0-14,no
Delhi (Ut),Retired Person,Female,0-14,no
Delhi (Ut),Service (Private),Female,0-14,no
Delhi (Ut),House Wife,Male,0-14,no
Delhi (Ut),Professional Activity,Male,0-14,no
Delhi (Ut),Retired Person,Male,0-14,no
Delhi (Ut),Student,Male,0-14,yes
Delhi (Ut),Farming/Agriculture Activity,Male,0-14,no
Delhi (Ut),Others (Please Specify),Male,0-14,yes
Delhi (Ut),Service (Private),Male,0-14,no
Delhi (Ut),Service (Government),Male,0-14,no
Delhi (Ut),Public Sector Undertaking,Male,0-14,no
Delhi (Ut),Unemployed,Male,0-14,yes
Delhi (Ut),Others (Please Specify),Male,0-14,yes
Delhi (Ut),Self-employed (Business activity),Male,0-14,no
Delhi (Ut),Unemployed,Female,15-29,yes
Delhi (Ut),Farming/Agriculture Activity,Female,15-29,no
Delhi (Ut),House Wife,Female,15-29,yes
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),Others (Please Specify),Female,15-29,yes
Delhi (Ut),Public Sector Undertaking,Female,15-29,yes
Delhi (Ut),Retired Person,Female,15-29,no
Delhi (Ut),Service (Government),Female,15-29,no
Delhi (Ut),Service (Private),Female,15-29,yes
Delhi (Ut),Student,Female,15-29,yes
Delhi (Ut),Self-employed (Business activity),Female,15-29,no
Delhi (Ut),Professional Activity,Female,15-29,no
Delhi (Ut),Retired Person,Male,15-29,no
Delhi (Ut),Self-employed (Business activity),Male,15-29,yes
Delhi (Ut),Public Sector Undertaking,Male,15-29,yes
Delhi (Ut),Farming/Agriculture Activity,Male,15-29,yes
Delhi (Ut),House Wife,Male,15-29,no
Delhi (Ut),Student,Male,15-29,yes
Delhi (Ut),Unemployed,Male,15-29,yes
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Service (Private),Male,15-29,yes
Delhi (Ut),Others (Please Specify),Male,15-29,yes
Delhi (Ut),Service (Government),Male,15-29,yes
Delhi (Ut),Professional Activity,Male,15-29,yes
Delhi (Ut),Unemployed,Female,30-44,yes
Delhi (Ut),Others (Please Specify),Female,30-44,yes
Delhi (Ut),Retired Person,Female,30-44,no
Delhi (Ut),Professional Activity,Female,30-44,yes
Delhi (Ut),Public Sector Undertaking,Female,30-44,no
Delhi (Ut),Self-employed (Business activity),Female,30-44,no
Delhi (Ut),Service (Private),Female,30-44,yes
Delhi (Ut),Student,Female,30-44,yes
Delhi (Ut),Farming/Agriculture Activity,Female,30-44,no
Delhi (Ut),Service (Government),Female,30-44,no
